,fecha_opreal,hora_opreal,central_infotecnica_id,central_nombre,central_tipo,central_tipo_nemotecnico,generacion_real_mwh,generacion_real_ernc_mwh
409020,2021-04-26,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
409695,2021-04-26,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
410370,2021-04-26,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
411045,2021-04-26,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
411720,2021-04-26,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
412395,2021-04-26,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
413070,2021-04-26,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
413745,2021-04-26,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
414420,2021-04-26,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
415095,2021-04-26,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
415770,2021-04-26,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
416445,2021-04-26,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
417120,2021-04-26,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
417795,2021-04-26,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
418597,2021-04-27,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
418737,2021-04-27,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
419962,2021-04-27,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
420000,2021-04-27,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
421260,2021-04-27,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
421346,2021-04-27,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
422502,2021-04-27,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
423174,2021-04-27,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
423846,2021-04-27,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
424518,2021-04-27,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
425190,2021-04-27,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
425862,2021-04-27,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
426534,2021-04-27,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
427206,2021-04-27,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
427878,2021-04-27,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
428550,2021-04-27,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
429222,2021-04-27,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
429894,2021-04-27,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
430566,2021-04-27,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
431238,2021-04-27,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
431910,2021-04-27,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
432582,2021-04-27,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
433254,2021-04-27,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
433926,2021-04-27,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
434654,2021-04-28,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
434925,2021-04-28,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
435480,2021-04-28,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
436212,2021-04-28,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
437069,2021-04-28,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
438105,2021-04-28,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
438236,2021-04-28,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
439182,2021-04-28,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
440087,2021-04-28,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
440186,2021-04-28,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
441128,2021-04-28,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
442023,2021-04-28,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
442698,2021-04-28,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
443373,2021-04-28,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
444048,2021-04-28,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
444723,2021-04-28,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
445398,2021-04-28,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
446073,2021-04-28,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
446748,2021-04-28,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
447423,2021-04-28,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
448098,2021-04-28,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
448773,2021-04-28,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
449448,2021-04-28,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
450123,2021-04-28,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
450934,2021-04-29,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
450958,2021-04-29,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
452273,2021-04-29,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
452419,2021-04-29,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
453292,2021-04-29,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
454182,2021-04-29,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
454541,2021-04-29,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
455218,2021-04-29,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
456216,2021-04-29,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
456583,2021-04-29,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
457244,2021-04-29,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
458286,2021-04-29,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
458501,2021-04-29,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
459584,2021-04-29,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
460131,2021-04-29,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
460808,2021-04-29,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
461465,2021-04-29,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
462167,2021-04-29,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
462658,2021-04-29,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
463675,2021-04-29,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
464088,2021-04-29,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
464789,2021-04-29,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
465776,2021-04-29,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
465954,2021-04-29,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
467160,2021-04-30,3,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
467276,2021-04-30,2,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
468416,2021-04-30,4,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
468979,2021-04-30,5,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
469815,2021-04-30,7,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
470219,2021-04-30,17,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
470941,2021-04-30,8,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
471465,2021-04-30,22,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
472386,2021-04-30,23,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
473181,2021-04-30,9,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
473437,2021-04-30,24,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
474357,2021-04-30,1,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
475200,2021-04-30,6,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
475642,2021-04-30,10,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
476163,2021-04-30,20,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
476977,2021-04-30,21,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
477902,2021-04-30,11,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
478579,2021-04-30,12,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
479256,2021-04-30,13,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
479933,2021-04-30,14,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
480610,2021-04-30,15,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
481287,2021-04-30,16,193,HP FLORIDA III,Hidráulica,hidraulica,2.3,0.0
481964,2021-04-30,18,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
482641,2021-04-30,19,193,HP FLORIDA III,Hidráulica,hidraulica,2.2,0.0
